,6806,,,,,,,Hypothesis 6,Observational learning processes will positively influence declarative knowledge.,Observational learning processes,declarative knowledge,,,,,,24733,Attention,Observational learning processes,Regular,24734,,24741,,0.01,Positive,,
,6806,,,,,,,,,,,,,,,,24734,Retention,Observational learning processes,Regular,24733,,24741,,0.01,Positive,,
,6806,,,,,,,,,,,,,,,,24735,Production,Observational learning processes,Regular,24735,,24741,,0.01,Positive,,
,6806,,,,,,,,,,,,,,,,24736,Motivation,Observational learning processes,Regular,24736,,24741,,0.01,Positive,,
,,,,,,,,,,,,,,,,,24741,Declarative knowledge,declarative knowledge,,,,,,,,,
,6806,,,,,,,Hypothesis 7,Observational learning processes will positively influence post-training software self-efficacy.,Observational learning processes,post-training software self-efficacy,,,,,,24733,Attention,Observational learning processes,Regular,24734,,24742,,0.01,Positive,,
,6806,,,,,,,,,,,,,,,,24734,Retention,Observational learning processes,Regular,24733,,24742,,0.01,Positive,,
,6806,,,,,,,,,,,,,,,,24735,Production,Observational learning processes,Regular,24735,,24742,,0.01,Positive,,
,6806,,,,,,,,,,,,,,,,24736,Motivation,Observational learning processes,Regular,24736,,24742,,0.01,Positive,,
,,,,,,,,,,,,,,,,,24742,Post-training software self-efficacy,post-training software self-efficacy,,,,,,,,,
,6806,,,,,,,Hypothesis 8,"The retention enhancement intervention will positively influence the retention processes, but not the attention, production,or motivation processes, of observational learning.",retention enhancement intervention,retention processes,attention,production,motivation processes,observational learning,,24737,Symbolic coding,retention enhancement intervention,Regular,????,,24734,,0.05,Positive,,
,6806,,,,,,,,,,,,,,,,24738,Cognitive rehearsal,retention enhancement intervention,Regular,????,,24733,,n.s.,No effect,,
,6806,,,,,,,,,,,,,,,,24734,Retention,retention processes,Regular,????,,24735,,n.s.,No effect,,
,6806,,,,,,,,,,,,,,,,24733,Attention,attention,Regular,????,,24736,,n.s.,No effect,,
,,,,,,,,,,,,,,,,,24735,Production,production,,,,,,,,,
,,,,,,,,,,,,,,,,,24736,Motivation,motivation processes,,,,,,,,,
,,,,,,,,,,,,,,,,,24733,Attention,observational learning,,,,,,,,,
,,,,,,,,,,,,,,,,,24734,Retention,observational learning,,,,,,,,,
,,,,,,,,,,,,,,,,,24735,Production,observational learning,,,,,,,,,
,,,,,,,,,,,,,,,,,24736,Motivation,observational learning,,,,,,,,,
,6806,,,,,,,Hypothesis 9,"Pretraining motivation to learn will positively influence the attention, retention, production, and motivation processes of observational learning.",Pretraining motivation to learn,attention,retention,production,motivation processes,observational learning,,24739,Motivation to learn,Pretraining motivation to learn,Regular,24739,,24733,,1.00E-03,Positive,,
,6806,,,,,,,,,,,,,,,,24733,Attention,attention,Regular,24739,,24734,,0.01,Positive,,
,6806,,,,,,,,,,,,,,,,24734,Retention,retention,Regular,24739,,24735,,0.01,Positive,,
,6806,,,,,,,,,,,,,,,,24735,Production,production,Regular,24739,,24736,,1.00E-03,Positive,,
,,,,,,,,,,,,,,,,,24736,Motivation,motivation processes,,,,,,,,,
,,,,,,,,,,,,,,,,,24733,Attention,observational learning,,,,,,,,,
,,,,,,,,,,,,,,,,,24734,Retention,observational learning,,,,,,,,,
,,,,,,,,,,,,,,,,,24735,Production,observational learning,,,,,,,,,
,,,,,,,,,,,,,,,,,24736,Motivation,observational learning,,,,,,,,,
,6806,,,,,,,Hypothesis 10,Pretraining software self-efficacy will positively influence post-training software self-efficacy.,Pretraining software self-efficacy,post-training software self-efficacy,,,,,,24740,Software self-efficacy,Pretraining software self-efficacy,Regular,24740,,24742,,1.00E-03,Positive,,
,,,,,,,,,,,,,,,,,24742,Post-training software self-efficacy,post-training software self-efficacy,,,,,,,,,
ISR,6807,,,Jocelyn,Lauren,Victoria,,Hypothesis 1,"For a given value of experience, there will be no differences in decision outcome between subjects with and without DQI.",value of experience,decision outcome,subjects with and without DQI,,,,,24753,Experience level,value of experience,Moderator,24753,24756,24748,,0.05,No effect,,
,6807,,,,,,,,,,,,,,,,24748,Complacency,decision outcome,Moderator,24753,24756,24750,,0.05,No effect,,
,6807,,,,,,,,,,,,,,,,24750,Consensus,decision outcome,Moderator,24753,24756,24752,,0.05,No effect,,
,,,,,,,,,,,,,,,,,24752,Consistency,decision outcome,,,,,,,,,
,,,,,,,,,,,,,,,,,24756,Data quality information,subjects with and without DQI,,,,,,,,,
,6807,,,,,,,Hypothesis 2,"For a given measure of time, there will be no differences in decision outcome between subjects with and without DQI.",a given measure of time,decision outcome,subjects with and without DQI,,,,,24755,Time constraint,a given measure of time,Moderator,24755,24756,24748,,0.05,No effect,,
,6807,,,,,,,,,,,,,,,,24748,Complacency,decision outcome,Moderator,24755,24756,24750,,0.05,No effect,,
,6807,,,,,,,,,,,,,,,,24750,Consensus,decision outcome,Moderator,24755,24756,24752,,0.05,No effect,,
,6807,,,,,,,,,,,,,,,,24752,Consistency,decision outcome,Moderator,24754,24756,24748,,No,No effect,,
,6807,,,,,,,,,,,,,,,,24756,Data quality information,subjects with and without DQI,Moderator,24754,24756,24750,,No,No effect,,
,6807,,,,,,,,,,,,,,,,,,,Moderator,24754,24756,24752,,No,No effect,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,6808,,,Jocelyn,Leslie,Victoria,,Hypothesis 1,IT knowledge in business people positively influences their intentions to champion IT in their organizations.,IT knowledge in business people,intentions to champion IT in their organizations,,,,,,24814,Knowledge of technology,IT knowledge in business people,Regular,24814,,24813,,0.01,Positive,,
,6808,,,,,,,,,,,,,,,,24815,Knowledge of applications,IT knowledge in business people,Regular,24815,,24813,,0.01,Positive,,
,6808,,,,,,,,,,,,,,,,24816,Knowledge of system development,IT knowledge in business people,Regular,24816,,24813,,0.01,Positive,,
,6808,,,,,,,,,,,,,,,,24817,Knowledge of management,IT knowledge in business people,Regular,24817,,24813,,0.01,Positive,,
,6808,,,,,,,,,,,,,,,,24818,Knowledge of access to knowledge,IT knowledge in business people,Regular,24818,,24813,,0.01,Positive,,
,,,,,,,,,,,,,,,,,24813,Intention to champion information technology,intentions to champion IT in their organizations,,,,,,,,,
,6808,,,,,,,Hypothesis 2,IT experience in business people positively influences their intentions to champion IT in their organizations.,IT experience in business people,intentions to champion IT in their organizations,,,,,,24819,Experience in information technology projects,IT experience in business people,Regular,24819,,24813,,0.1,Positive,,
,6808,,,,,,,,,,,,,,,,24820,Experience in information technology management,IT experience in business people,Regular,24820,,24813,,0.1,Positive,,
,,,,,,,,,,,,,,,,,24813,Intention to champion information technology,intentions to champion IT in their organizations,,,,,,,,,
ISR,6809,,,Dora,Jocelyn,Victoria,,Hypothesis 1A,The perceived effectiveness of the feedback mechanism increases buyer trust in the community of sellers.,perceived effectiveness of the feedback mechanism,buyer trust in the community of sellers,,,,,,24780,Perceived effectiveness of feedback mechanism,perceived effectiveness of the feedback mechanism,Regular,24780,,24784,,0.01,Positive,,
,,,,,,,,,,,,,,,,,24784,Trust in the community of sellers,buyer trust in the community of sellers,,,,,,,,,
,6809,,,,,,,Hypothesis 1B,The perceived effectiveness of the feedback mechanism reduces buyers’ perceived risk of transacting with the community of sellers.,perceived effectiveness of the feedback mechanism,buyers’ perceived risk of transacting with the community of sellers,,,,,,24780,Perceived effectiveness of feedback mechanism,perceived effectiveness of the feedback mechanism,Regular,24780,,24785,,No,Negative,,
,,,,,,,,,,,,,,,,,24785,Perceived risk in sellers,buyers’ perceived risk of transacting with the community of sellers,,,,,,,,,
,6809,,,,,,,Hypothesis 2A,The perceived effectiveness of escrow services increases buyer trust in the community of sellers.,perceived effectiveness of escrow services,buyer trust in the community of sellers,,,,,,24781,Perceived effectiveness of excrow services,perceived effectiveness of escrow services,Regular,24781,,24784,,0.01,Positive,,
,,,,,,,,,,,,,,,,,24784,Trust in the community of sellers,buyer trust in the community of sellers,,,,,,,,,
,6809,,,,,,,Hypothesis 2B,The perceived effectiveness of escrow services reduces buyer perceived risk of transacting with the community of sellers.,perceived effectiveness of escrow services,buyer perceived risk of transacting with the community of sellers,,,,,,24781,Perceived effectiveness of excrow services,perceived effectiveness of escrow services,Regular,24781,,24785,,No,Negative,,
,,,,,,,,,,,,,,,,,24785,Perceived risk in sellers,buyer perceived risk of transacting with the community of sellers,,,,,,,,,
,6809,,,,,,,Hypothesis 3A,The perceived effectiveness of credit card guarantees increases buyer trust in the community of sellers.,perceived effectiveness of credit card guarantees,buyer trust in the community of sellers,,,,,,24782,Perceived effectiveness of credit card guarantees,perceived effectiveness of credit card guarantees,Regular,24782,,24784,,No,Positive,,
,,,,,,,,,,,,,,,,,24784,Trust in the community of sellers,buyer trust in the community of sellers,,,,,,,,,
,6809,,,,,,,Hypothesis 3B,The perceived effectiveness of credit card guarantees reduces buyer perception of risk of transacting with the community of sellers.,perceived effectiveness of credit card guarantees,buyer perception of risk of transacting with the community of sellers,,,,,,24782,Perceived effectiveness of credit card guarantees,perceived effectiveness of credit card guarantees,Regular,24782,,24785,,No,Negative,,
,,,,,,,,,,,,,,,,,24785,Perceived risk in sellers,buyer perception of risk of transacting with the community of sellers,,,,,,,,,
,6809,,,,,,,Hypothesis 4A,Trust in the intermediary increases buyer trust in the community of sellers.,Trust in the intermediary,buyer trust in the community of sellers,,,,,,24783,Trust in intermediary,Trust in the intermediary,Regular,24783,,24784,,0.01,Positive,,
,,,,,,,,,,,,,,,,,24784,Trust in the community of sellers,buyer trust in the community of sellers,,,,,,,,,
,6809,,,,,,,Hypothesis 4B,Trust in the intermediary reduces buyer perceived risk of transacting with the community of sellers.,Trust in the intermediary,perceived risk of transacting with the community of sellers,,,,,,24783,Trust in intermediary,Trust in the intermediary,Regular,24783,,24785,,No,Negative,,
,,,,,,,,,,,,,,,,,24785,Perceived risk in sellers,perceived risk of transacting with the community of sellers,,,,,,,,,
,6809,,,,,,,Hypothesis 5,Trust in the community of sellers reduces the perceived risk of transacting with sellers in online marketplaces.,Trust in the community of sellers,perceived risk of transacting with sellers in online marketplaces,,,,,,24784,Trust in the community of sellers,Trust in the community of sellers,Regular,24784,,24785,,0.01,Negative,,
,,,,,,,,,,,,,,,,,24785,Perceived risk in sellers,perceived risk of transacting with sellers in online marketplaces,,,,,,,,,
,6809,,,,,,,Hypothesis 6,Trust in the community of sellers increases buyer intentions to transact with sellers in the specific online marketplace.,Trust in the community of sellers,buyer intentions to transact with sellers in the specific online marketplace,,,,,,24784,Trust in the community of sellers,Trust in the community of sellers,Regular,24784,,24786,,0.05,Positive,,
,,,,,,,,,,,,,,,,,24786,Transaction intentions,buyer intentions to transact with sellers in the specific online marketplace,,,,,,,,,
,6809,,,,,,,Hypothesis 7,Perceived risk in the community of sellers decreases intentions to transact with sellers in an online marketplace.,Perceived risk in the community of sellers,intentions to transact with sellers in an online marketplace,,,,,,24785,Perceived risk in sellers,Perceived risk in the community of sellers,Regular,24785,,24786,,0.01,Negative,,
,,,,,,,,,,,,,,,,,24786,Transaction intentions,intentions to transact with sellers in an online marketplace,,,,,,,,,
,6809,,,,,,,Hypothesis 8,Buyer intentions to transact with sellers in an online marketplace are positively related to transaction behavior.,Buyer intentions to transact with sellers in an online marketplace,transaction behavior,,,,,,24786,Transaction intentions,Buyer intentions to transact with sellers in an online marketplace,Regular,24786,,24787,,0.05,Positive,,
,,,,,,,,,,,,,,,,,24787,Actual transaction behavior,transaction behavior,,,,,,,,,
ISR,6810,,,Heather,Lauren,Victoria,,1A,Hypothesis 1a. Response time will be shorter when the target item is flashed compared to when it is not flashed.,Response time,when the target item is flashed,when it is not flashed,,,,,24982,Response time,Response time,Moderator,24986,24988,24982,,No,Has effect,,
,6810,,,,,,,,,,,,,,,,24988,Task-relevant,when the target item is flashed,Moderator,24987,24988,24982,,No,Has effect,,
,,,,,,,,,,,,,,,,,24987,No flash,when it is not flashed,,,,,,,,,
,6810,,,,,,,1B,Hypothesis 1b. Response time will be longer when a nontarget item is flashed compared to when it is not flashed.,Response time,nontarget item is flashed,when it is not flashed,,,,,24982,Response time,Response time,Moderator,24986,24989,24982,,No,Has effect,,
,6810,,,,,,,,,,,,,,,,24989,Task-irrelevant,nontarget item is flashed,Moderator,24987,24989,24982,,No,Has effect,,
,,,,,,,,,,,,,,,,,24987,No flash,when it is not flashed,,,,,,,,,
,6810,,,,,,,1C,Hypothesis 1c. Response time reduces to a greater extent in high than in low local density environments when the target item is flashed compared to when it is not flashed.,Response time,high,low local density environments,when the target item is flashed,when it is not flashed,,,24982,Response time,Response time,Moderator,24986,24990,24982,,"Yes, .05",Has effect,,
,6810,,,,,,,,,,,,,,,,24990,High local density,high,Moderator,24987,24991,24982,,"Yes, .05",Has effect,,
,,,,,,,,,,,,,,,,,24991,Low local density,low local density environments,,,,,,,,,
,,,,,,,,,,,,,,,,,24988,Task-relevant,when the target item is flashed,,,,,,,,,
,,,,,,,,,,,,,,,,,24987,No flash,when it is not flashed,,,,,,,,,
,6810,,,,,,,1D,Hypothesis 1d. Response time increases to a greater extent in high than in low local density environments when a nontarget item is flashed compared to when it is not flashed.,Response time,high,low local density environments,nontarget item is flashed,when it is not flashed,,,24982,Response time,Response time,Moderator,24990,24989,24982,,No,Has effect,,
,6810,,,,,,,,,,,,,,,,24990,High local density,high,Moderator,24990,24989,24982,,No,Has effect,,
,6810,,,,,,,,,,,,,,,,24991,Low local density,low local density environments,Moderator,24991,24989,24982,,No,Has effect,,
,6810,,,,,,,,,,,,,,,,24989,Task-irrelevant,nontarget item is flashed,Moderator,24991,24989,24982,,No,Has effect,,
,,,,,,,,,,,,,,,,,24987,No flash,when it is not flashed,,,,,,,,,
,6810,,,,,,,2A,"Hypothesis 2a. Recall of the target item will be different
when it is flashed compared to when it is not flashed.",Recall of the target item,when it is flashed compared,when it is not flashed,,,,,24988,Task-relevant,Recall of the target item,Moderator,24986,24988,24983,,"Yes, .05",Has effect,,
,6810,,,,,,,,,,,,,,,,24983,Recall of brand name,Recall of the target item,Moderator,24987,24988,24983,,"Yes, .05",Has effect,,
,,,,,,,,,,,,,,,,,24988,Task-relevant,when it is flashed compared,,,,,,,,,
,,,,,,,,,,,,,,,,,24987,No flash,when it is not flashed,,,,,,,,,
,6810,,,,,,,2B,"Hypothesis 2b. Recall of the target item will be different
when a nontarget item is flashed compared to when it
is not flashed.",Recall of the target item,when a nontarget item is flashed,when it is not flashed,,,,,24988,Task-relevant,Recall of the target item,Moderator,24988,24989,24983,,No,Has effect,,
